Date,CL=F,CVX,USO,XLE,XOM
2020-02-19,53.290000915527344,87.6507797241211,89.44000244140625,43.29946517944336,47.16490173339844
2020-02-20,53.779998779296875,86.91468811035156,90.23999786376953,43.25209045410156,46.789703369140625
2020-02-21,53.380001068115234,86.28148651123047,89.27999877929688,42.738975524902344,46.219093322753906
2020-02-24,51.43000030517578,82.87803649902344,85.91999816894531,40.76543426513672,44.053916931152344
2020-02-25,49.900001525878906,79.7120361328125,83.19999694824219,38.9655647277832,42.36555480957031
2020-02-26,48.72999954223633,77.59872436523438,81.5199966430664,37.789337158203125,41.43538284301758
2020-02-27,47.09000015258789,74.50395965576172,78.23999786376953,35.7684326171875,38.94191360473633
2020-02-28,44.7599983215332,73.87864685058594,75.5999984741211,35.73686218261719,40.208187103271484
2020-03-02,46.75,76.45104217529297,79.36000061035156,37.181488037109375,42.11541748046875
2020-03-03,47.18000030517578,74.70974731445312,79.12000274658203,36.04472351074219,40.0987548828125
2020-03-04,46.779998779296875,77.98655700683594,78.87999725341797,36.89729309082031,40.974205017089844
2020-03-05,45.900001525878906,76.92594909667969,76.87999725341797,35.547401428222656,39.1685905456543
2020-03-06,41.279998779296875,75.44584655761719,69.83999633789062,33.55017852783203,37.2769889831543
2020-03-09,31.1299991607666,63.85035705566406,52.15999984741211,26.792776107788086,32.719970703125
2020-03-10,34.36000061035156,67.26171875,57.91999816894531,28.063730239868164,33.93152618408203
2020-03-11,32.97999954223633,65.71830749511719,55.52000045776367,26.57962989807129,32.81375503540039
2020-03-12,31.5,60.359840393066406,52.31999969482422,23.264087677001953,29.061830520629883
2020-03-13,31.729999542236328,66.02696990966797,55.68000030517578,25.411296844482422,29.796586990356445
2020-03-16,28.700000762939453,55.1675910949707,48.400001525878906,21.953651428222656,26.959190368652344
2020-03-17,26.950000762939453,55.95119094848633,45.68000030517578,22.10364532470703,28.772621154785156
2020-03-18,20.3700008392334,43.572105407714844,37.68000030517578,18.930191040039062,25.888317108154297
2020-03-19,25.219999313354492,45.424224853515625,42.959999084472656,20.216938018798828,26.91228675842285
2020-03-20,22.43000030517578,47.00722122192383,39.52000045776367,20.41429328918457,25.591293334960938
2020-03-23,23.360000610351562,42.91516876220703,39.040000915527344,19.02288246154785,24.582963943481445
2020-03-24,24.010000228881836,52.67437744140625,39.84000015258789,22.073654174804688,27.701753616333008
2020-03-25,24.489999771118164,54.827247619628906,40.63999938964844,23.114784240722656,29.147815704345703
2020-03-26,22.600000381469727,60.45480728149414,38.63999938964844,24.527177810668945,30.343740463256836
2020-03-27,21.510000228881836,54.43941116333008,35.7599983215332,22.864591598510742,28.882055282592773
2020-03-30,20.09000015258789,56.9484748840332,33.84000015258789,23.098642349243164,29.311962127685547
2020-03-31,20.479999542236328,57.352134704589844,33.68000030517578,23.45376205444336,29.67933464050293
2020-04-01,20.309999465942383,54.26527786254883,35.040000915527344,22.29156494140625,29.33540916442871
2020-04-02,25.31999969482422,60.24903869628906,40.880001068115234,24.333471298217773,31.578754425048828
2020-04-03,28.34000015258789,59.44961166381836,47.20000076293945,24.07520866394043,30.64858627319336
2020-04-06,26.079999923706055,63.62873458862305,43.84000015258789,25.350400924682617,31.633468627929688
2020-04-07,23.6299991607666,64.04823303222656,40.720001220703125,25.891138076782227,32.2353401184082
2020-04-08,25.09000015258789,68.05323028564453,42.959999084472656,27.618297576904297,34.27544403076172
2020-04-09,22.760000228881836,66.73143005371094,39.84000015258789,27.36809539794922,33.71266555786133
2020-04-13,22.40999984741211,67.20630645751953,39.439998626708984,27.279321670532227,33.42345428466797
2020-04-14,20.110000610351562,66.9688720703125,37.279998779296875,27.150188446044922,33.165504455566406
2020-04-15,19.8700008392334,65.29088592529297,35.439998626708984,25.875003814697266,31.641286849975586
2020-04-16,19.8700008392334,63.312129974365234,34.880001068115234,24.76930046081543,30.601688385009766
2020-04-17,18.270000457763672,68.9951171875,33.68000030517578,27.40038299560547,33.78300857543945
2020-04-20,-37.630001068115234,66.14571380615234,30.0,26.544878005981445,32.18844223022461
2020-04-21,10.010000228881836,64.61811828613281,22.479999542236328,26.076772689819336,32.016475677490234
2020-04-22,13.779999732971191,66.83432006835938,20.079999923706055,27.00491714477539,32.931007385253906
2020-04-23,16.5,68.7022476196289,21.1200008392334,27.876558303833008,33.962791442871094
2020-04-24,16.940000534057617,68.86846160888672,20.559999465942383,27.94112205505371,34.1816520690918
2020-04-27,12.779999732971191,71.00553894042969,17.520000457763672,28.546436309814453,34.345794677734375
2020-04-28,12.34000015258789,71.163818359375,17.040000915527344,29.200170516967773,35.15089797973633
2020-04-29,15.0600004196167,74.89178466796875,18.0,31.363142013549805,37.09722137451172
2020-04-30,18.84000015258789,72.81806182861328,19.1200008392334,30.669052124023438,36.32337951660156
2020-05-01,19.780000686645508,70.79181671142578,18.860000610351562,28.933835983276367,33.72047805786133
2020-05-04,20.389999389648438,72.37481689453125,19.670000076293945,29.934612274169922,35.08055114746094
2020-05-05,24.559999465942383,73.52250671386719,21.510000228881836,29.95882797241211,35.041473388671875
2020-05-06,23.989999771118164,71.27462768554688,20.850000381469727,29.17595672607422,34.38488006591797
2020-05-07,23.549999237060547,73.32461547851562,20.469999313354492,29.934612274169922,34.580291748046875
2020-05-08,24.739999771118164,75.5645751953125,21.469999313354492,31.2985782623291,36.0966911315918
2020-05-11,24.139999389648438,73.90240478515625,21.170000076293945,30.749765396118164,35.752769470214844
2020-05-12,25.780000686645508,72.105712890625,20.969999313354492,30.209020614624023,35.15517044067383
2020-05-13,25.290000915527344,70.20610809326172,20.600000381469727,28.836984634399414,33.41015625
2020-05-14,27.559999465942383,71.27462768554688,21.450000762939453,29.159814834594727,33.70497131347656
2020-05-15,29.43000030517578,70.57020568847656,22.389999389648438,29.046829223632812,33.4659309387207
2020-05-18,31.81999969482422,74.32878875732422,24.309999465942383,31.419647216796875,36.12727355957031
2020-05-19,32.5,71.97566986083984,24.440000534057617,30.539932250976562,35.01173782348633
2020-05-20,33.4900016784668,74.69020080566406,25.34000015258789,31.758625030517578,36.15117645263672
2020-05-21,33.91999816894531,73.91920471191406,26.600000381469727,31.250150680541992,35.505767822265625
2020-05-22,33.25,72.50570678710938,25.56999969482422,31.05645751953125,35.537635803222656
2020-05-26,34.349998474121094,74.9311294555664,25.65999984741211,31.920032501220703,36.58145523071289
2020-05-27,32.810001373291016,75.41301727294922,25.0,32.3316535949707,36.84440612792969
2020-05-28,33.709999084472656,72.97956085205078,25.030000686645508,31.427705764770508,35.88823318481445
2020-05-29,35.4900016784668,73.64614868164062,25.8799991607666,31.282432556152344,36.230857849121094
2020-06-01,35.439998626708984,74.52154541015625,26.219999313354492,31.831262588500977,36.87627410888672
2020-06-02,36.810001373291016,76.04747009277344,27.06999969482422,32.71904373168945,37.696983337402344
2020-06-03,37.290000915527344,78.04725646972656,27.1200008392334,33.67947006225586,39.23482894897461
2020-06-04,37.40999984741211,77.32443237304688,27.5,33.687538146972656,39.12327194213867
2020-06-05,39.54999923706055,80.96257781982422,28.8700008392334,36.18948745727539,42.29457473754883
2020-06-08,38.189998626708984,82.9141616821289,28.3700008392334,37.81977844238281,43.61726760864258
2020-06-09,38.939998626708984,81.54080963134766,28.420000076293945,36.399330139160156,42.645164489746094
2020-06-10,39.599998474121094,78.36849975585938,28.43000030517578,34.60761260986328,40.35832214355469
2020-06-11,36.34000015258789,71.7748794555664,26.360000610351562,31.347002029418945,36.79658508300781
2020-06-12,36.2599983215332,74.2002944946289,26.43000030517578,32.13794708251953,37.585426330566406
2020-06-15,37.119998931884766,73.26866912841797,26.979999542236328,32.234798431396484,37.56151580810547
2020-06-16,38.380001068115234,75.51741027832031,27.639999389648438,33.162933349609375,38.40613555908203
2020-06-17,37.959999084472656,73.51766204833984,27.280000686645508,32.03303146362305,37.155147552490234
2020-06-18,38.84000015258789,73.83890533447266,27.889999389648438,32.428497314453125,37.38622283935547
2020-06-19,39.75,72.78681945800781,28.229999542236328,31.93616485595703,36.63723373413086
2020-06-22,40.459999084472656,73.55781555175781,28.979999542236328,32.08412170410156,36.98782730102539
2020-06-23,40.369998931884766,73.43732452392578,28.719999313354492,32.116825103759766,37.2109375
2020-06-24,38.0099983215332,70.38549041748047,27.25,30.334829330444336,35.45794677734375
2020-06-25,38.720001220703125,71.64637756347656,27.940000534057617,30.915199279785156,35.9918212890625
2020-06-26,38.4900016784668,69.43780517578125,27.360000610351562,29.844371795654297,34.75676727294922
2020-06-29,39.70000076293945,70.40957641601562,28.270000457763672,30.244909286499023,35.31452560424805
2020-06-30,39.27000045776367,71.66244506835938,28.059999465942383,30.939722061157227,35.63325500488281
2020-07-01,39.81999969482422,70.3694076538086,28.350000381469727,30.187686920166016,34.8284797668457
2020-07-02,40.650001525878906,70.923583984375,28.75,30.522844314575195,35.1233024597168
2020-07-06,40.630001068115234,71.13238525390625,28.959999084472656,30.612751007080078,35.37030792236328
2020-07-07,40.619998931884766,69.31732177734375,28.790000915527344,29.6400146484375,34.4539794921875
2020-07-08,40.900001525878906,69.34947204589844,29.18000030517578,29.61549949645996,34.374290466308594
2020-07-09,39.619998931884766,66.4501724243164,28.40999984741211,28.152292251586914,32.95598602294922
2020-07-10,40.54999923706055,68.44996643066406,29.030000686645508,29.051471710205078,33.98386001586914
2020-07-13,40.099998474121094,68.58647918701172,28.5,28.89615249633789,33.991825103759766
2020-07-14,40.290000915527344,70.95568084716797,28.8799991607666,29.90976905822754,35.11532211303711
2020-07-15,41.20000076293945,71.3893814086914,29.290000915527344,30.555540084838867,35.56153106689453
2020-07-16,40.75,70.96371459960938,29.15999984741211,30.416568756103516,35.28265380859375
2020-07-17,40.59000015258789,70.0240707397461,29.100000381469727,29.991504669189453,34.67707824707031
2020-07-20,40.810001373291016,68.4820785522461,29.1200008392334,29.492876052856445,33.864341735839844
2020-07-21,41.959999084472656,73.39718627929688,29.719999313354492,31.274877548217773,35.57748031616211
2020-07-22,41.900001525878906,73.11609649658203,29.75,30.890682220458984,34.74879837036133
2020-07-23,41.06999969482422,73.09199523925781,29.40999984741211,30.833459854125977,34.82050323486328
2020-07-24,41.290000915527344,72.38524627685547,29.440000534057617,30.661802291870117,34.605369567871094
2020-07-27,41.599998474121094,73.11609649658203,29.719999313354492,30.694499969482422,35.11532211303711
2020-07-28,41.040000915527344,71.5660629272461,29.350000381469727,30.171342849731445,34.70097732543945
2020-07-29,41.27000045776367,72.33706665039062,29.56999969482422,30.80076026916504,35.083457946777344
2020-07-30,39.91999816894531,69.28520965576172,28.93000030517578,29.59096336364746,33.36234664916992
2020-07-31,40.27000045776367,67.41393280029297,29.06999969482422,29.452007293701172,33.52968215942383
2020-08-03,41.0099983215332,68.11264038085938,29.34000015258789,29.55826759338379,33.66513442993164
2020-08-04,41.70000076293945,69.4618911743164,29.780000686645508,30.27760887145996,34.63724899291992
2020-08-05,42.189998626708984,70.0321044921875,30.229999542236328,30.596412658691406,34.94002151489258
2020-08-06,41.95000076293945,70.24895477294922,30.18000030517578,30.35116958618164,34.7726936340332
2020-08-07,41.220001220703125,69.71086883544922,29.850000381469727,30.392057418823242,34.613338470458984
2020-08-10,41.939998626708984,72.06399536132812,30.15999984741211,31.332090377807617,35.46592330932617
2020-08-11,41.61000061035156,71.97566986083984,29.81999969482422,31.225830078125,35.832454681396484
2020-08-12,42.66999816894531,72.85908508300781,30.559999465942383,31.53645133972168,35.82433319091797
2020-08-13,42.2400016784668,72.13629150390625,30.399999618530273,30.923381805419922,34.94679641723633
2020-08-14,42.0099983215332,72.56194305419922,30.329999923706055,31.2176513671875,35.10117721557617
2020-08-17,42.88999938964844,72.89926147460938,30.770000457763672,31.037822723388672,34.64616394042969
2020-08-18,42.88999938964844,71.39205169677734,30.600000381469727,30.64545440673828,34.47553634643555
2020-08-19,42.93000030517578,70.38182830810547,30.65999984741211,30.293960571289062,34.09363555908203
2020-08-20,42.58000183105469,69.09459686279297,30.520000457763672,29.6400146484375,33.57363510131836
2020-08-21,42.34000015258789,69.31456756591797,30.18000030517578,29.452007293701172,33.321739196777344
2020-08-24,42.619998931884766,71.04174041748047,30.350000381469727,30.261268615722656,34.304908752441406
2020-08-25,43.349998474121094,70.16999816894531,30.920000076293945,29.836198806762695,33.21611785888672
2020-08-26,43.38999938964844,69.07015991210938,30.93000030517578,29.20677375793457,32.50921630859375
2020-08-27,43.040000915527344,69.17607116699219,30.670000076293945,29.263999938964844,32.28984069824219
2020-08-28,42.970001220703125,69.76265716552734,30.719999313354492,29.787145614624023,33.06174087524414
2020-08-31,42.61000061035156,68.37765502929688,30.579999923706055,29.141380310058594,32.45234298706055
2020-09-01,42.7599983215332,67.68517303466797,30.610000610351562,28.94519805908203,32.0379524230957
2020-09-02,41.5099983215332,67.77478790283203,29.860000610351562,28.806236267089844,31.842945098876953
2020-09-03,41.369998931884766,67.0334243774414,29.639999389648438,28.593706130981445,31.777938842773438
2020-09-04,39.77000045776367,66.74827575683594,28.510000228881836,28.503786087036133,31.753564834594727
2020-09-08,36.7599983215332,64.3367691040039,26.75,27.465648651123047,31.022293090820312
2020-09-09,38.04999923706055,65.2003402709961,27.40999984741211,27.653663635253906,30.835412979125977
2020-09-10,37.29999923706055,63.6687126159668,26.790000915527344,26.64004898071289,30.063507080078125
2020-09-11,37.33000183105469,63.293949127197266,27.040000915527344,26.664569854736328,29.982255935668945
2020-09-14,37.2599983215332,62.96806335449219,26.940000534057617,26.86892318725586,29.78724479675293
2020-09-15,38.279998779296875,62.202247619628906,27.520000457763672,26.672748565673828,29.470369338989258
2020-09-16,40.15999984741211,64.00273132324219,28.700000762939453,27.74357795715332,30.721656799316406
2020-09-17,40.970001220703125,64.19010925292969,29.229999542236328,27.784442901611328,30.713539123535156
2020-09-18,41.11000061035156,63.717586517333984,29.059999465942383,27.47382164001465,30.2178897857666
2020-09-21,39.310001373291016,62.16151809692383,28.290000915527344,26.563180923461914,29.600370407104492
2020-09-22,39.599998474121094,61.5341911315918,28.170000076293945,26.288991928100586,28.869094848632812
2020-09-23,39.93000030517578,58.617591857910156,28.030000686645508,25.100833892822266,27.942811965942383
2020-09-24,40.310001373291016,58.495391845703125,28.5,25.092527389526367,27.885936737060547
2020-09-25,40.25,58.519805908203125,28.350000381469727,25.07591438293457,28.145946502685547
2020-09-28,40.599998474121094,60.230682373046875,28.690000534057617,25.665830612182617,28.690338134765625
2020-09-29,39.290000915527344,58.576847076416016,27.700000762939453,24.9595890045166,27.853431701660156
2020-09-30,40.220001220703125,58.65831756591797,28.290000915527344,24.884803771972656,27.894062042236328
2020-10-01,38.720001220703125,57.3710823059082,27.510000228881836,24.120399475097656,26.919031143188477
2020-10-02,37.04999923706055,57.998409271240234,26.350000381469727,24.353046417236328,26.797149658203125
2020-10-05,39.220001220703125,59.22859573364258,27.93000030517578,25.0842227935791,27.414670944213867
2020-10-06,40.66999816894531,58.9027214050293,28.389999389648438,24.7103214263916,27.130287170410156
2020-10-07,39.95000076293945,60.10846710205078,28.389999389648438,25.059288024902344,27.21966552734375
2020-10-08,41.189998626708984,61.28163146972656,29.139999389648438,25.99818229675293,28.64971351623535
2020-10-09,40.599998474121094,60.28771209716797,28.690000534057617,25.582746505737305,28.22720718383789
2020-10-12,39.43000030517578,60.70322036743164,28.06999969482422,25.649211883544922,28.1378231048584
2020-10-13,40.20000076293945,59.79890441894531,28.459999084472656,25.250394821166992,27.8046817779541
2020-10-14,41.040000915527344,59.432273864746094,28.979999542236328,25.358407974243164,27.747806549072266
2020-10-15,40.959999084472656,59.88850784301758,28.940000534057617,25.665830612182617,27.99156951904297
2020-10-16,40.880001068115234,59.38340759277344,28.719999313354492,25.0842227935791,27.707178115844727
2020-10-19,40.83000183105469,58.07172775268555,28.59000015258789,24.552459716796875,27.154659271240234
2020-10-20,41.459999084472656,58.397613525390625,29.049999237060547,24.84326171875,27.382171630859375
2020-10-21,40.029998779296875,57.73771667480469,28.100000381469727,24.369661331176758,26.943405151367188
2020-10-22,40.63999938964844,59.79890441894531,28.510000228881836,25.37502670288086,28.324697494506836
2020-10-23,39.849998474121094,59.1226921081543,27.8799991607666,25.250394821166992,27.755929946899414
2020-10-26,38.560001373291016,57.794742584228516,27.110000610351562,24.344738006591797,27.097782135009766
2020-10-27,39.56999969482422,56.629703521728516,27.690000534057617,24.029003143310547,26.66714859008789
2020-10-28,37.38999938964844,54.487056732177734,26.309999465942383,23.023639678955078,25.651485443115234
2020-10-29,36.16999816894531,56.05128860473633,25.600000381469727,23.72988510131836,26.78902816772461
2020-10-30,35.790000915527344,56.62157440185547,25.25,23.862821578979492,26.504642486572266
2020-11-02,36.810001373291016,58.780517578125,26.260000228881836,24.67708969116211,27.617807388305664
2020-11-03,37.65999984741211,58.44647979736328,26.719999313354492,24.535839080810547,27.14653778076172
2020-11-04,39.150001525878906,58.470943450927734,27.440000534057617,24.569072723388672,27.000286102294922
2020-11-05,38.790000915527344,58.772369384765625,27.15999984741211,24.569072723388672,26.95153045654297
2020-11-06,37.13999938964844,57.965824127197266,26.469999313354492,24.03731346130371,26.634647369384766
2020-11-09,40.290000915527344,64.68708801269531,28.06999969482422,27.468835830688477,30.006637573242188
2020-11-10,41.36000061035156,67.6770248413086,28.90999984741211,28.35787582397461,30.67233657836914
2020-11-11,41.45000076293945,67.18004608154297,29.040000915527344,28.067066192626953,30.356128692626953
2020-11-12,41.119998931884766,65.72173309326172,28.65999984741211,27.16141128540039,29.315969467163086
2020-11-13,40.130001068115234,67.64446258544922,28.1299991607666,28.150157928466797,30.023277282714844
2020-11-16,41.34000015258789,72.4756088256836,28.809999465942383,30.00301742553711,31.754108428955078
2020-11-17,41.43000030517578,71.9548110961914,28.8700008392334,30.310443878173828,32.178497314453125
2020-11-18,41.81999969482422,69.67314910888672,29.0,29.429710388183594,30.963584899902344
2020-11-19,41.7400016784668,70.8718490600586,29.09000015258789,29.91162109375,31.121685028076172
2020-11-20,42.150001525878906,70.92144012451172,29.270000457763672,29.75376319885254,30.738903045654297
2020-11-23,43.060001373291016,75.2532730102539,29.520000457763672,31.855873107910156,32.75266647338867
2020-11-24,44.90999984741211,79.04776763916016,30.799999237060547,33.492706298828125,34.93284225463867
2020-11-25,45.709999084472656,76.1708984375,31.3700008392334,32.71167755126953,33.95925521850586
2020-11-27,45.529998779296875,75.4847640991211,31.219999313354492,32.3294792175293,33.443336486816406
2020-11-30,45.34000015258789,72.07052612304688,30.969999313354492,30.543079376220703,31.729141235351562
2020-12-01,44.54999923706055,72.29373931884766,30.6200008392334,30.684341430664062,32.03703308105469
2020-12-02,45.279998779296875,74.29431915283203,30.969999313354492,31.681392669677734,33.23530197143555
2020-12-03,45.63999938964844,74.2364501953125,31.25,32.01374053955078,33.45997619628906
2020-12-04,46.2599983215332,77.1133041381836,31.559999465942383,33.75859069824219,34.683204650878906
2020-12-07,45.7599983215332,75.03007507324219,31.399999618530273,32.96925354003906,34.03414535522461
2020-12-08,45.599998474121094,75.67488098144531,31.40999984741211,33.459476470947266,35.149208068847656
2020-12-09,45.52000045776367,74.76553344726562,31.34000015258789,33.53424835205078,35.61518859863281
2020-12-10,46.779998779296875,77.17119598388672,32.11000061035156,34.564537048339844,36.6220703125
2020-12-11,46.56999969482422,76.42715454101562,31.940000534057617,34.16571807861328,36.447330474853516
2020-12-14,46.9900016784668,73.93883514404297,32.16999816894531,32.96925354003906,35.132564544677734
2020-12-15,47.619998931884766,73.88096618652344,32.540000915527344,33.617340087890625,35.81490707397461
2020-12-16,47.81999969482422,73.31880187988281,32.7400016784668,33.4511604309082,36.364112854003906
2020-12-17,48.36000061035156,73.08735656738281,33.15999984741211,33.293296813964844,36.1810417175293
2020-12-18,49.099998474121094,72.07880401611328,33.47999954223633,32.73660659790039,35.556941986083984
2020-12-21,47.7400016784668,71.16943359375,32.63999938964844,32.10511779785156,34.90788269042969
2020-12-22,47.02000045776367,69.73927307128906,32.09000015258789,31.566234588623047,34.317073822021484
2020-12-23,48.119998931884766,70.8387680053711,32.75,32.26508712768555,34.758094787597656
2020-12-24,48.22999954223633,70.54116821289062,32.91999816894531,32.09669876098633,34.61663055419922
2020-12-28,47.619998931884766,70.18569946289062,32.59000015258789,31.89461898803711,34.73313903808594
2020-12-29,48.0,69.94593811035156,32.779998779296875,31.68412208557129,34.3420295715332
2020-12-30,48.400001525878906,70.54116821289062,32.90999984741211,32.18090057373047,34.61663055419922
2020-12-31,48.52000045776367,69.81368255615234,33.0099983215332,31.911457061767578,34.30043029785156
2021-01-04,47.619998931884766,70.02861785888672,32.380001068115234,31.961973190307617,34.53342056274414
2021-01-05,49.93000030517578,71.92174530029297,33.939998626708984,33.39335632324219,36.19768524169922
2021-01-06,50.630001068115234,74.2364501953125,34.11000061035156,34.41217041015625,37.121341705322266
2021-01-07,50.83000183105469,74.58365631103516,34.529998779296875,34.917362213134766,37.412601470947266
2021-01-08,52.2400016784668,75.29460906982422,35.43000030517578,34.875267028808594,37.82865524291992
2021-01-11,52.25,75.72447204589844,35.2599983215332,35.42255783081055,38.97699737548828
2021-01-12,53.209999084472656,77.16291046142578,35.900001525878906,36.660282135009766,39.84242630004883
2021-01-13,52.90999984741211,77.0885238647461,35.79999923706055,36.3740119934082,40.29176712036133
2021-01-14,53.56999969482422,78.94029235839844,36.2400016784668,37.451759338378906,41.864498138427734
2021-01-15,52.36000061035156,76.12955474853516,35.34000015258789,35.9951171875,39.850738525390625
2021-01-19,52.97999954223633,78.1301498413086,35.75,36.7192268371582,40.641258239746094
2021-01-20,53.2400016784668,78.84937286376953,35.790000915527344,36.85395050048828,41.21543502807617
2021-01-21,53.130001068115234,76.06342315673828,35.7599983215332,35.6077995300293,40.03380584716797
2021-01-22,52.27000045776367,75.83196258544922,35.22999954223633,35.42255783081055,39.467960357666016
2021-01-25,52.77000045776367,75.14580535888672,35.59000015258789,35.06049346923828,39.02693176269531
2021-01-26,52.61000061035156,73.87271118164062,35.45000076293945,34.31113052368164,38.16983413696289
2021-01-27,52.849998474121094,72.91374969482422,35.5,33.84803771972656,37.737125396728516
2021-01-28,52.34000015258789,73.59162902832031,35.25,34.243770599365234,38.327945709228516
2021-01-29,52.20000076293945,70.4336929321289,35.18000030517578,33.10708236694336,37.31273651123047
2021-02-01,53.54999923706055,71.43397521972656,36.119998931884766,33.34284210205078,37.37930679321289
2021-02-02,54.7599983215332,71.9713134765625,36.81999969482422,33.704891204833984,37.970123291015625
2021-02-03,55.689998626708984,73.54203796386719,37.439998626708984,35.14469909667969,39.45962905883789
2021-02-04,56.22999954223633,73.57511138916016,37.810001373291016,35.53201675415039,40.216880798339844
2021-02-05,56.849998474121094,73.79004669189453,38.189998626708984,35.83513259887695,41.56492233276367
2021-02-08,57.970001220703125,75.62528991699219,38.939998626708984,37.33387756347656,43.354007720947266
2021-02-09,58.36000061035156,75.19538879394531,39.16999816894531,36.93814468383789,42.84625244140625
2021-02-10,58.68000030517578,76.4850082397461,39.279998779296875,37.645416259765625,43.260921478271484
2021-02-11,58.2400016784668,76.0716781616211,38.970001220703125,37.06444549560547,42.17770767211914
2021-02-12,59.470001220703125,76.50982666015625,39.939998626708984,37.61173629760742,42.753170013427734
2021-02-16,60.04999923706055,78.07757568359375,40.45000076293945,38.55476760864258,44.03948211669922
2021-02-17,61.13999938964844,80.4166488647461,40.88999938964844,39.127323150634766,44.724952697753906
2021-02-18,60.52000045776367,79.64535522460938,40.27000045776367,38.24321746826172,44.022560119628906
2021-02-19,59.2400016784668,80.31604766845703,39.68000030517578,38.88313674926758,44.31874465942383
2021-02-22,61.4900016784668,82.4874267578125,41.279998779296875,40.230323791503906,45.9520378112793
2021-02-23,61.66999816894531,83.5270004272461,41.619998931884766,40.89549255371094,46.58673095703125
2021-02-24,63.220001220703125,86.61222839355469,42.5,42.343727111816406,47.983070373535156
2021-02-25,63.529998779296875,85.80738067626953,42.459999084472656,41.52699279785156,47.18757629394531
2021-02-26,61.5,83.83721160888672,41.310001373291016,40.541866302490234,46.01127243041992
2021-03-01,60.63999938964844,85.55587005615234,40.599998474121094,41.59435272216797,47.729183197021484
2021-03-02,59.75,85.88284301757812,40.06999969482422,41.36701202392578,47.44990921020508
2021-03-03,61.279998779296875,86.84696960449219,41.13999938964844,41.97324752807617,47.83073806762695
2021-03-04,63.83000183105469,87.60990142822266,43.06999969482422,42.975215911865234,49.68405532836914
2021-03-05,66.08999633789062,91.38255310058594,44.439998626708984,44.583412170410156,51.5627555847168
2021-03-08,65.05000305175781,92.0113525390625,43.5,44.667625427246094,51.51197814941406
2021-03-09,64.01000213623047,91.80174255371094,43.11000061035156,43.88456726074219,50.716487884521484
2021-03-10,64.44000244140625,93.36951446533203,43.7400016784668,44.995994567871094,52.273616790771484
2021-03-11,66.0199966430664,93.21858978271484,44.599998474121094,45.01283645629883,51.884334564208984
